Time,AccV,AccML,AccAP,StartHesitation,Turn,Walking
32,-9.77401269174541,-0.713085317237702,-1.51847135588976,0,0,0
33,-9.78074539285115,-0.709747713352679,-1.49309034946119,0,0,0
34,-9.7852226536365,-0.713435713087809,-1.47971170187499,0,0,0
35,-9.79273429571951,-0.717863703438672,-1.44628483016445,0,0,0
36,-9.78950617741277,-0.729270038492103,-1.41805698692825,0,0,0
37,-9.78552320691979,-0.728283518910793,-1.41566015606686,0,0,0
38,-9.78201448280902,-0.70867840302535,-1.39852038805388,0,0,0
39,-9.78913507261722,-0.6896598058552,-1.38362986813329,0,0,0
40,-9.79010123918824,-0.689948932450633,-1.39271615880491,0,0,0
41,-9.79281222854769,-0.694065809970005,-1.37691451362039,0,0,0
42,-9.79363129771935,-0.699567743049614,-1.37109740902757,0,0,0
43,-9.79296654446199,-0.700503409928875,-1.36598466812846,0,0,0
44,-9.79364694020532,-0.707343015604289,-1.36081839859856,0,0,0
45,-9.79241854468859,-0.721358993497578,-1.35692540301645,0,0,0
46,-9.7892547550309,-0.728962237779109,-1.35544205210829,0,0,0
47,-9.7861712595113,-0.735125769578996,-1.36514711877441,0,0,0
48,-9.78601038881755,-0.73488879663112,-1.36055715581486,0,0,0
49,-9.78759845456833,-0.738826769404348,-1.36958591848037,0,0,0
50,-9.78518424898666,-0.740970412814793,-1.38064884778031,0,0,0
51,-9.78685643048204,-0.73806002744004,-1.39782069941018,0,0,0
52,-9.78930954383224,-0.735181709515935,-1.40386677558668,0,0,0
53,-9.79106485965405,-0.725450357730469,-1.4039204651278,0,0,0
54,-9.78727840176107,-0.715463581384039,-1.40898334280319,0,0,0
55,-9.78950834972223,-0.71303674111617,-1.40296957792863,0,0,0
56,-9.79030878592204,-0.721584235580659,-1.41649784209994,0,0,0
57,-9.78652219089024,-0.730183265323249,-1.41216518243601,0,0,0
58,-9.78271820090405,-0.731771186032719,-1.42480757435129,0,0,0
59,-9.79027101729164,-0.723850098118454,-1.41575669572965,0,0,0
60,-9.7889660742528,-0.718770278565691,-1.42476975083323,0,0,0
61,-9.78815530473049,-0.713303217058078,-1.41127678855933,0,0,0
62,-9.79055635966119,-0.719621760405662,-1.42855590586428,0,0,0
63,-9.7873555793368,-0.721756469896853,-1.42250767921527,0,0,0
64,-9.78444069784147,-0.72042843160796,-1.43744261091624,0,0,0
65,-9.78437352015404,-0.716466666678814,-1.42916002251215,0,0,0
66,-9.79263950216732,-0.71852687514988,-1.41798553436837,0,0,0
67,-9.7880207928889,-0.718498177183084,-1.42907374739209,0,0,0
68,-9.78898886683462,-0.719581094297943,-1.42257059418411,0,0,0
69,-9.79025881468479,-0.724605687839865,-1.41575761671034,0,0,0
70,-9.78940399013603,-0.725253155724614,-1.41197450801195,0,0,0
71,-9.78503488095346,-0.725614618378239,-1.41063781572837,0,0,0
72,-9.78903587366857,-0.725850144046985,-1.416753280138,0,0,0
73,-9.78478659209222,-0.726783682213007,-1.4149132198388,0,0,0
74,-9.78747451858434,-0.720402845882969,-1.40921040115896,0,0,0
75,-9.79200330664813,-0.707130963042173,-1.40454852051021,0,0,0
76,-9.79438020630315,-0.704930733978914,-1.39419787182369,0,0,0
77,-9.79440475696176,-0.704977882895514,-1.38530259408947,0,0,0
78,-9.79184503575775,-0.710011941749934,-1.3836594783879,0,0,0
79,-9.78726682213916,-0.713924281745058,-1.38592033126563,0,0,0
80,-9.79040556089741,-0.717124931624454,-1.38233576063215,0,0,0
81,-9.78890545524104,-0.714076414485237,-1.38824934557619,0,0,0
82,-9.79369337267522,-0.707379280721997,-1.3905748204485,0,0,0
83,-9.79444975405002,-0.7073642891999,-1.388344274669,0,0,0
84,-9.79132660960808,-0.713468854660686,-1.3972738254882,0,0,0
85,-9.79293912796788,-0.71436567144172,-1.39067684301025,0,0,0
86,-9.79286041263422,-0.715013439742767,-1.39730968179779,0,0,0
87,-9.79447022842453,-0.708173342771086,-1.38465728036467,0,0,0
88,-9.79450463272637,-0.708993267866649,-1.38989721694987,0,0,0
89,-9.792912469373,-0.705816939223783,-1.38607669131859,0,0,0
90,-9.79360072765077,-0.708016110309002,-1.38828073183602,0,0,0
91,-9.79365995694901,-0.706532144481765,-1.41059618777188,0,0,0
92,-9.78762219479525,-0.701278661009171,-1.40682905778916,0,0,0
93,-9.78992782805127,-0.695878351232414,-1.39340415421764,0,0,0
94,-9.77921482570747,-0.699817222712929,-1.3844652453959,0,0,0
95,-9.76709537824859,-0.698513268376775,-1.39337134149511,0,0,0
96,-9.74660957173756,-0.698924461798262,-1.36364620838036,0,0,0
97,-9.77830610688502,-0.705806213021914,-1.37625679100999,0,0,0
98,-9.80255464251799,-0.717686887926655,-1.38458738510962,0,0,0
99,-9.76990673862809,-0.714409457112069,-1.36221449050525,0,0,0
100,-9.79255705646251,-0.719992723270757,-1.38079191071148,0,0,0
101,-9.81850462649052,-0.715865486422642,-1.38904226652623,0,0,0
102,-9.82012429249208,-0.709798068286565,-1.3905250896713,0,0,0
103,-9.79130432205434,-0.707274677164161,-1.36967850505957,0,0,0
104,-9.80029194835814,-0.706913477543786,-1.38444438447869,0,0,0
105,-9.81047053323631,-0.697919031380131,-1.38457529841985,0,0,0
106,-9.79697949117557,-0.695337198301714,-1.37426206294089,0,0,0
107,-9.78848709087834,-0.698371990920944,-1.36898206204073,0,0,0
108,-9.79305844841746,-0.699072975199676,-1.38461221963009,0,0,0
109,-9.79211375355789,-0.698035736577704,-1.38147628956707,0,0,0
110,-9.79379959441634,-0.69748786299318,-1.38160428511146,0,0,0
111,-9.79474145006648,-0.689229584454762,-1.38757826101911,0,0,0
112,-9.78945855686228,-0.689371777024124,-1.38611377709924,0,0,0
113,-9.78924958868687,-0.694480191963266,-1.38081793990866,0,0,0
114,-9.79369463237327,-0.695791607695436,-1.37258062274884,0,0,0
115,-9.79512773909839,-0.709583383836516,-1.35933571211251,0,0,0
116,-9.79918219242027,-0.723457402320871,-1.35690721288021,0,0,0
117,-9.7932952737734,-0.726168118645918,-1.35560242354137,0,0,0
118,-9.79948372750039,-0.714623026280287,-1.35776657408807,0,0,0
119,-9.79641552986728,-0.712298436272842,-1.36513490532748,0,0,0
120,-9.79437094789856,-0.703393269758391,-1.37262265086708,0,0,0
121,-9.7930678794311,-0.70063854733797,-1.38167005564399,0,0,0
122,-9.7938270321601,-0.69830240875603,-1.38238075288794,0,0,0
123,-9.79449624189789,-0.704340176257815,-1.3868527697259,0,0,0
124,-9.79310109368568,-0.702987777068278,-1.40179005620959,0,0,0
125,-9.78919885465991,-0.698238120092951,-1.41203511294314,0,0,0
126,-9.78967709513083,-0.681919536983756,-1.42333176393476,0,0,0
127,-9.78210711919862,-0.674329268850294,-1.43735002922985,0,0,0
128,-9.78574742214623,-0.677884917871053,-1.44842422466317,0,0,0
129,-9.78196252383304,-0.687251260799641,-1.45301946659379,0,0,0
130,-9.77872610333427,-0.698623091640651,-1.44410161104159,0,0,0
131,-9.78342521371219,-0.700300978281713,-1.45093242300315,0,0,0
132,-9.78410721379734,-0.691671668887101,-1.43811867928726,0,0,0
133,-9.7873957451508,-0.68272007913683,-1.43002432777371,0,0,0
134,-9.786665950946,-0.679667341487748,-1.4426342861613,0,0,0
135,-9.78589329003941,-0.681199821862105,-1.45007405076458,0,0,0
136,-9.78108331203855,-0.689409513221292,-1.44923816217215,0,0,0
137,-9.78485484675853,-0.693945172302012,-1.45374474304039,0,0,0
138,-9.78491367431344,-0.691723837612609,-1.44335889870547,0,0,0
139,-9.79100668424823,-0.691664718578717,-1.42777791955832,0,0,0
140,-9.78794746523016,-0.693228574127168,-1.43075066145272,0,0,0
141,-9.78861262698841,-0.698498048003708,-1.42480700718215,0,0,0
142,-9.79240988851942,-0.703081657576271,-1.42116221324944,0,0,0
143,-9.79003043165374,-0.699102989874528,-1.41656397892979,0,0,0
144,-9.78947141184308,-0.694000457671412,-1.41665129872416,0,0,0
145,-9.79312078458532,-0.689856249543547,-1.40459181527892,0,0,0
146,-9.79412495539409,-0.679379361648686,-1.40241166855736,0,0,0
147,-9.78879357155865,-0.678662406545802,-1.41129772074778,0,0,0
148,-9.78798897581639,-0.680935078738711,-1.40609192830028,0,0,0
149,-9.79169534013257,-0.685391801911334,-1.39345691461892,0,0,0
150,-9.79160542178736,-0.692235627528182,-1.3815942807664,0,0,0
151,-9.78853227761251,-0.693788618264823,-1.37564009736527,0,0,0
152,-9.78835570081137,-0.695833940765851,-1.38444323335432,0,0,0
153,-9.78390787272118,-0.696843719785619,-1.38973932097378,0,0,0
154,-9.78622126263036,-0.698391543471925,-1.40242283415331,0,0,0
155,-9.78752234578264,-0.697263022841326,-1.40223441604399,0,0,0
156,-9.79219447231267,-0.695803408103968,-1.40974206875947,0,0,0
157,-9.78993688898171,-0.704385693832166,-1.41136305403548,0,0,0
158,-9.78526007894618,-0.707371950156542,-1.41650369310019,0,0,0
159,-9.78836645655321,-0.706637991611586,-1.42695390521506,0,0,0
160,-9.79013003418936,-0.698471691451067,-1.42332155719309,0,0,0
161,-9.78944046781493,-0.694713360017696,-1.42926705337994,0,0,0
162,-9.79151371700993,-0.695905485740757,-1.43580935673344,0,0,0
163,-9.79158019627913,-0.697543676331187,-1.44480143528784,0,0,0
164,-9.78713644240127,-0.69779149904273,-1.44488930758105,0,0,0
165,-9.78400619358856,-0.702332290711429,-1.45824881724831,0,0,0
166,-9.78541468927089,-0.704460222718753,-1.45967843576008,0,0,0
167,-9.78378222567423,-0.71204784218869,-1.46563655319651,0,0,0
168,-9.78219206473523,-0.714284774662876,-1.46858091191864,0,0,0
169,-9.78480393574894,-0.703142698130749,-1.46572170063961,0,0,0
170,-9.78494269460713,-0.691746503311176,-1.46195666236168,0,0,0
171,-9.78891530794741,-0.682667317483179,-1.45454410124994,0,0,0
172,-9.78759876154666,-0.676049003189429,-1.44049411716878,0,0,0
173,-9.78531033395768,-0.673755517787855,-1.4359926670462,0,0,0
174,-9.78656371679175,-0.684178103109289,-1.42404204054217,0,0,0
175,-9.7872665353286,-0.684093195108711,-1.41210900371426,0,0,0
176,-9.79184678250158,-0.6840640960954,-1.4009891050672,0,0,0
177,-9.79026847973643,-0.676279402042989,-1.38374102489854,0,0,0
178,-9.79264826245198,-0.674846860859932,-1.38306210485556,0,0,0
179,-9.79104951741531,-0.679400342708261,-1.37934570775302,0,0,0
180,-9.79098244761476,-0.678526635483737,-1.37779369671682,0,0,0
181,-9.78734560897237,-0.676503900659334,-1.38457510387656,0,0,0
182,-9.78258884595871,-0.677047717704657,-1.3888741759113,0,0,0
183,-9.77742391015214,-0.682013317804626,-1.38682950460951,0,0,0
184,-9.77741578446654,-0.682006971406395,-1.38162212862648,0,0,0
185,-9.78713152126109,-0.68546180511539,-1.39047415975749,0,0,0
186,-9.7909997744936,-0.688598915533085,-1.39206651469923,0,0,0
187,-9.79463544341061,-0.690620912160195,-1.38454118569841,0,0,0
188,-9.7907880288758,-0.696028512146994,-1.38382943045724,0,0,0
189,-9.78702324942928,-0.698468193600594,-1.38016998417862,0,0,0
190,-9.78522598764783,-0.708138405335167,-1.37785294839467,0,0,0
191,-9.79229896260928,-0.706820491634507,-1.38917862471364,0,0,0
192,-9.79823541187656,-0.704941003735649,-1.4053940914676,0,0,0
193,-9.79474895380935,-0.691530761081233,-1.41584962466451,0,0,0
194,-9.79107185808595,-0.677066234542478,-1.41945079353128,0,0,0
195,-9.78730950492286,-0.669448979239405,-1.41416498731898,0,0,0
196,-9.78187983800176,-0.684070087010112,-1.41798868419693,0,0,0
197,-9.78701224578933,-0.692226620241337,-1.40904854908106,0,0,0
198,-9.78698643154429,-0.689089875064877,-1.41046938791473,0,0,0
199,-9.78769213364857,-0.689772372632734,-1.40820812045761,0,0,0
200,-9.78692261223968,-0.696719292408732,-1.423156704271,0,0,0
201,-9.78170665360908,-0.696176630070425,-1.4321377084005,0,0,0
202,-9.78224916627545,-0.698149855919161,-1.43942245541721,0,0,0
203,-9.78408952941115,-0.688541294657503,-1.44474686257458,0,0,0
204,-9.78204796809692,-0.680432047318896,-1.43738905645871,0,0,0
205,-9.78356351185288,-0.678080805445664,-1.43586918530672,0,0,0
206,-9.78350784468954,-0.68418628527805,-1.43813994353672,0,0,0
207,-9.78342942067412,-0.687950560466659,-1.42698589015625,0,0,0
208,-9.78787739823996,-0.688499061598233,-1.41279632738075,0,0,0
209,-9.78797934472939,-0.686339488583608,-1.40541775754523,0,0,0
210,-9.79170267642898,-0.693132764011051,-1.40248797827434,0,0,0
211,-9.79453943385955,-0.694343463410524,-1.3867458819488,0,0,0
212,-9.79235469478565,-0.690656820389414,-1.383793718197,0,0,0
213,-9.78785642096648,-0.683863917443324,-1.37705149050355,0,0,0
214,-9.7926014063058,-0.670135166630524,-1.37998603081803,0,0,0
215,-9.7927102093637,-0.664892477611424,-1.37034039465006,0,0,0
216,-9.79482303658543,-0.674671934675304,-1.36514855756384,0,0,0
217,-9.79407447401332,-0.678574825138566,-1.3622395947502,0,0,0
218,-9.79091495215656,-0.678445811224431,-1.35916432914843,0,0,0
219,-9.79262298096361,-0.679473972330278,-1.36453313329729,0,0,0
220,-9.79092737980057,-0.683867523325834,-1.37262440879762,0,0,0
221,-9.78940266959647,-0.689300073247619,-1.37492348071815,0,0,0
222,-9.79159104039297,-0.694547749643947,-1.37121393230321,0,0,0
223,-9.78849799195226,-0.696057167384502,-1.37713068074231,0,0,0
224,-9.78770625858732,-0.688281211881062,-1.37699374760882,0,0,0
225,-9.79026677765026,-0.688660228328476,-1.3846578578927,0,0,0
226,-9.79257575663254,-0.681704303758472,-1.38235811999111,0,0,0
227,-9.78726542989483,-0.681031910420976,-1.38011716637497,0,0,0
228,-9.78794845813286,-0.683991967227163,-1.38678559250053,0,0,0
229,-9.78649058562134,-0.684120985525216,-1.37717565669486,0,0,0
230,-9.79092528540143,-0.690042891055886,-1.38459761050053,0,0,0
231,-9.79016193915614,-0.690052442810327,-1.38236469300253,0,0,0
232,-9.79010486266779,-0.69151003192914,-1.38605444950929,0,0,0
233,-9.79544643758629,-0.687588124509851,-1.38602650752771,0,0,0
234,-9.79248218668642,-0.688517170843618,-1.39278115630246,0,0,0
235,-9.79157328731086,-0.694477828940106,-1.40909007479442,0,0,0
236,-9.7931529520353,-0.695293236176576,-1.43069841204499,0,0,0
237,-9.79149645974857,-0.712127181963989,-1.44122602757998,0,0,0
238,-9.78279673634518,-0.731095271147501,-1.44269216787418,0,0,0
239,-9.78437725016703,-0.735792293793906,-1.4546976380266,0,0,0
240,-9.78216164528373,-0.722760983381582,-1.4612469537064,0,0,0
241,-9.78410797112757,-0.700144471060555,-1.4753876720582,0,0,0
242,-9.78869470573561,-0.703973829948115,-1.48290185703606,0,0,0
243,-9.78014577963217,-0.710762090600211,-1.50511938295489,0,0,0
244,-9.77613437708165,-0.723664595946131,-1.50215346783872,0,0,0
245,-9.77773592835789,-0.728406068585843,-1.50303202152193,0,0,0
246,-9.78163708120894,-0.709950240424129,-1.47908396459204,0,0,0
247,-9.7932389077062,-0.692299933772651,-1.45449985578523,0,0,0
248,-9.78986717873929,-0.675210241378698,-1.45013594207842,0,0,0
249,-9.78744894890687,-0.675054401516337,-1.43515917909615,0,0,0
250,-9.78885596703151,-0.681062671448943,-1.42549808141463,0,0,0
251,-9.79027552849527,-0.680903703645446,-1.41055894544822,0,0,0
252,-9.79263105153046,-0.682540682004229,-1.4009884490111,0,0,0
253,-9.79481885792438,-0.687022788336633,-1.38909495866501,0,0,0
254,-9.79388591235051,-0.687552740946138,-1.38450467844423,0,0,0
255,-9.79485897484471,-0.683228612918975,-1.37569995848936,0,0,0
256,-9.7948850179847,-0.677865135281463,-1.36227148800689,0,0,0
257,-9.79432353818457,-0.671202684468671,-1.36976438200102,0,0,0
258,-9.79508722074065,-0.665781376304323,-1.36672021588196,0,0,0
259,-9.79107613127034,-0.67480234872245,-1.37410117699618,0,0,0
260,-9.79098326771733,-0.683939254202752,-1.38381469498265,0,0,0
261,-9.79172962597305,-0.683123241692511,-1.3919663318453,0,0,0
262,-9.78321388284954,-0.686111633432199,-1.3963255036272,0,0,0
263,-9.78180222105594,-0.693246902263134,-1.41285566479759,0,0,0
264,-9.78327546082816,-0.696246471928681,-1.41434954145919,0,0,0
265,-9.78171610283784,-0.696212036792097,-1.41357160966864,0,0,0
266,-9.78614126175484,-0.697479900717969,-1.41720516489728,0,0,0
267,-9.7831533003783,-0.702243908665514,-1.42325218221366,0,0,0
268,-9.78484991184916,-0.696292692578963,-1.42479831500678,0,0,0
269,-9.78765328590845,-0.696656203340611,-1.42907750871865,0,0,0
270,-9.78859609441354,-0.695368679202926,-1.4321791173707,0,0,0
271,-9.78648351051047,-0.690236272306745,-1.43520807102809,0,0,0
272,-9.7878320427747,-0.693054314579695,-1.43065569151414,0,0,0
273,-9.78772431920758,-0.693679222165116,-1.41869075032953,0,0,0
274,-9.78704024389929,-0.693806755857735,-1.41800895783023,0,0,0
275,-9.78931162180202,-0.703821928823766,-1.41591935995818,0,0,0
276,-9.78904653907879,-0.717358737585583,-1.41144082161093,0,0,0
277,-9.78679109673761,-0.711237707822647,-1.41359833002003,0,0,0
278,-9.78856022201843,-0.698429108481333,-1.41584842645438,0,0,0
279,-9.7848256177701,-0.700892327886283,-1.43153069540387,0,0,0
280,-9.7878791210844,-0.703942583420197,-1.44719292053427,0,0,0
281,-9.7899970302254,-0.712932678404526,-1.46205408938068,0,0,0
282,-9.78607993196619,-0.71434845065285,-1.47608928800369,0,0,0
283,-9.78460100061856,-0.714432790144467,-1.47760641271244,0,0,0
284,-9.78616218232715,-0.705175423523286,-1.48419789152417,0,0,0
285,-9.78318237437645,-0.708415453932434,-1.47982840493148,0,0,0
286,-9.78527505716878,-0.713504581129149,-1.48867029413075,0,0,0
287,-9.78147564420775,-0.723623939696689,-1.49177870298385,0,0,0
288,-9.77772607502693,-0.727633282504672,-1.48889677675482,0,0,0
289,-9.78765917040683,-0.715956454872051,-1.48062031746316,0,0,0
290,-9.79174104397698,-0.69931154621469,-1.46501552859032,0,0,0
291,-9.7866562915704,-0.68660185166408,-1.45758412758357,0,0,0
292,-9.79569950192762,-0.684044442758048,-1.43521493368523,0,0,0
293,-9.78875514587875,-0.690221292290632,-1.40548684064702,0,0,0
294,-9.78783246214139,-0.697729362837204,-1.40397539643168,0,0,0
295,-9.77626555073224,-0.709285974394889,-1.38838093395637,0,0,0
296,-9.78274011835951,-0.721021026283935,-1.37860895727029,0,0,0
297,-9.78946823413628,-0.722298605941512,-1.37260692779559,0,0,0
298,-9.79826234286975,-0.701929572399719,-1.36673872130872,0,0,0
299,-9.79326082229543,-0.687017412898121,-1.3645435287389,0,0,0
300,-9.79474345088506,-0.678435358753495,-1.35325060851137,0,0,0
301,-9.79386040260167,-0.686002583950208,-1.35251472279591,0,0,0
302,-9.79370293029964,-0.695826108855818,-1.3532706051071,0,0,0
303,-9.78842783410125,-0.701386130955659,-1.3622905509751,0,0,0
304,-9.7844698456891,-0.699653320047371,-1.36807591092191,0,0,0
305,-9.78619142720742,-0.692956399545629,-1.3778040801257,0,0,0
306,-9.78475212887079,-0.693099837551389,-1.38009670853324,0,0,0
307,-9.78616062361763,-0.695227690744041,-1.38152639115842,0,0,0
308,-9.78075919429564,-0.702928398560768,-1.38230284602461,0,0,0
309,-9.78364303850819,-0.71502751571413,-1.38309787167372,0,0,0
310,-9.78730529763467,-0.713982267720615,-1.38595196915238,0,0,0
311,-9.78579335831641,-0.719424575966602,-1.39643405481294,0,0,0
312,-9.79036136624293,-0.721681091233107,-1.40093903469485,0,0,0
313,-9.79291990629986,-0.718176129196528,-1.41746226073565,0,0,0
314,-9.7898906312765,-0.713586742396032,-1.4263156197748,0,0,0
315,-9.78914039067293,-0.708194897747179,-1.42698858800631,0,0,0
316,-9.78979566959196,-0.714221815325364,-1.42253368017524,0,0,0
317,-9.78753595511248,-0.715832296106445,-1.4262831703836,0,0,0
318,-9.79083772258778,-0.70456745908903,-1.42782523124512,0,0,0
319,-9.78925751769698,-0.695988587938097,-1.42616663281048,0,0,0
320,-9.78711484172815,-0.695451297886411,-1.43220840290275,0,0,0
321,-9.78173999302701,-0.700084248302733,-1.44336428585764,0,0,0
322,-9.77699496413353,-0.715342767987976,-1.45605373625663,0,0,0
323,-9.78044052041398,-0.727135241082483,-1.45297209476331,0,0,0
324,-9.78126849692707,-0.724908704084879,-1.44853872376876,0,0,0
325,-9.78524062350129,-0.719682344118766,-1.4552967289228,0,0,0
326,-9.78535998339237,-0.71753608696587,-1.45907685528293,0,0,0
327,-9.78295024017396,-0.725122230754403,-1.45387512909353,0,0,0
328,-9.78211413484412,-0.727342379484041,-1.45310112918935,0,0,0
329,-9.78740994192909,-0.728768527019516,-1.45385518298168,0,0,0
330,-9.79036490938427,-0.727832624573269,-1.4411491993869,0,0,0
331,-9.79116825565855,-0.720940436108547,-1.42325659745975,0,0,0
332,-9.78876021148012,-0.716146632739946,-1.41713798034389,0,0,0
333,-9.79134812615889,-0.711190343732782,-1.38760022549901,0,0,0
334,-9.79440808363124,-0.71042011061283,-1.36829400443527,0,0,0
335,-9.7942215941326,-0.720220777413781,-1.35045211637785,0,0,0
336,-9.79391078969523,-0.729047836041768,-1.34364148884463,0,0,0
337,-9.79427081897786,-0.723403272479085,-1.33939199321156,0,0,0
338,-9.79346923781565,-0.706327252352562,-1.33762977879734,0,0,0
339,-9.79292693273344,-0.698914249456118,-1.34958517799463,0,0,0
340,-9.79457751974486,-0.693664153037098,-1.35407618733619,0,0,0
341,-9.79458912785752,-0.693673219312766,-1.36151528971396,0,0,0
342,-9.79074015192707,-0.692874610249873,-1.37111600867674,0,0,0
343,-9.78876706256149,-0.691816878775878,-1.37951506276087,0,0,0
344,-9.79002499516061,-0.692156681388314,-1.39194337122754,0,0,0
345,-9.78552368265212,-0.697715367089318,-1.40989147768475,0,0,0
346,-9.78751152548356,-0.704196724911304,-1.41644026550445,0,0,0
347,-9.78452286678395,-0.7066367953855,-1.42319677285511,0,0,0
348,-9.77872704278544,-0.705593718040549,-1.44122924031438,0,0,0
349,-9.7787718817985,-0.706421809206762,-1.45316441072238,0,0,0
350,-9.78016108811414,-0.707741595693398,-1.45902491353485,0,0,0
351,-9.78163781176833,-0.710743870425326,-1.46275052336139,0,0,0
352,-9.7823082109613,-0.71525233331037,-1.45234248300436,0,0,0
353,-9.78151589338635,-0.708241478578602,-1.45964544280273,0,0,0
354,-9.7847333889789,-0.702266510041912,-1.46193788629472,0,0,0
355,-9.79000492499137,-0.70676212736692,-1.45380036662072,0,0,0
356,-9.78989252429964,-0.70891374054448,-1.45448370722916,0,0,0
357,-9.78384977418796,-0.709068109733283,-1.45301806628753,0,0,0
358,-9.78623388552297,-0.711520045084459,-1.44496802388637,0,0,0
359,-9.79067546693181,-0.71282887243795,-1.43449890407876,0,0,0
360,-9.78762417841035,-0.721368525554647,-1.43906273614825,0,0,0
361,-9.7868814957868,-0.715217642224706,-1.43675912924859,0,0,0
362,-9.79229490291083,-0.700584585252483,-1.42252066034126,0,0,0
363,-9.79398882972794,-0.686896070395182,-1.4180113418015,0,0,0
364,-9.79395023619372,-0.683749316727682,-1.41124917130079,0,0,0
365,-9.79248971811828,-0.689288158440193,-1.40542855655133,0,0,0
366,-9.79326960353695,-0.69240801850822,-1.40028934053237,0,0,0
367,-9.79324276080745,-0.690828814253833,-1.39207283515422,0,0,0
368,-9.79394168740074,-0.684535836621245,-1.38896445226452,0,0,0
369,-9.79480886021479,-0.68469160178575,-1.38385318251196,0,0,0
370,-9.79087370234961,-0.695386363730884,-1.38166005135643,0,0,0
371,-9.78539854971278,-0.698326714682211,-1.38676789491463,0,0,0
372,-9.78531570352641,-0.708264403896849,-1.38609923368192,0,0,0
373,-9.78779766780133,-0.710848655580927,-1.39150276965713,0,0,0
374,-9.78693907944986,-0.708376736238877,-1.40327483832236,0,0,0
375,-9.78852072673003,-0.699928472161178,-1.40617943127846,0,0,0
376,-9.78834137228102,-0.704295079873588,-1.41204129489616,0,0,0
377,-9.78926745605952,-0.706847825425021,-1.41889868842547,0,0,0
378,-9.78897932287846,-0.714927152629969,-1.41878221253843,0,0,0
379,-9.79119595599104,-0.726401470097053,-1.42187018265527,0,0,0
380,-9.78885426727635,-0.720157367729398,-1.41801309821908,0,0,0
381,-9.79150475745161,-0.712161601732654,-1.4219159902485,0,0,0
382,-9.79167592262897,-0.696172274835443,-1.41662596834657,0,0,0
383,-9.78871851170398,-0.694018169101314,-1.42111357984217,0,0,0
384,-9.78868117002865,-0.695491175798787,-1.43744980787981,0,0,0
385,-9.78779213014146,-0.689878528199797,-1.44766694494921,0,0,0
386,-9.79035664060832,-0.684876849232458,-1.42776844507485,0,0,0
387,-9.78870384720617,-0.69321358259421,-1.42852011474875,0,0,0
388,-9.79140695256002,-0.703501286937639,-1.42097203279572,0,0,0
389,-9.7891625017242,-0.705151730827084,-1.40987496866877,0,0,0
390,-9.77993570125176,-0.705130344221025,-1.41422925061083,0,0,0
391,-9.77852873294317,-0.709208377680355,-1.40248715877209,0,0,0
392,-9.78172137003632,-0.707067538446737,-1.40332798585022,0,0,0
393,-9.78702319431053,-0.701528556876314,-1.41141792390939,0,0,0
394,-9.78772380218082,-0.704530410459783,-1.40472759590967,0,0,0
395,-9.78557347418388,-0.700133582134041,-1.39139139782789,0,0,0
396,-9.79232789303903,-0.702224535373112,-1.38542190380465,0,0,0
397,-9.7830971239355,-0.704523344203907,-1.38609107129092,0,0,0
